Title,Date,State,Total_deaths,full place name,state,latitude,longitude
How Nigerian Air Force Killed Over 20 Army Officers By Accident In Strike Targeting Boko Haram,4/25/21,Borno,20,"Konduga, Borno, Nigeria",Borno,10.62042279,12.18999467
"Panic as gunmen shoot Imo commissioner, others",4/25/21,Imo,0,"Owerri Municipal, Imo, Nigeria",Imo,5.492997053,7.026003588
Assassins kill Lagos socialite month after chieftaincy case victory,4/25/21,Lagos,1,"Eti-Osa, Lagos, Nigeria",Lagos,6.443261653,3.391531071
4 Killed As 2 Cult Groups Clash In Rivers,4/25/21,Rivers,4,"Port Harcourt, Rivers, Nigeria",Rivers,4.810002257,7.010000772
Gunmen kill 19 in Anambra,4/26/21,Anambra,19,"Oyi, Anambra, Nigeria",Anambra,6.210433572,7.06999711
"Six policemen killed, one abducted as gunmen attack Imo Command headquarters",4/26/21,Imo,6,"Ehime-Mb, Imo, Nigeria",Imo,5.492997053,7.026003588
Bandits kill two more Kaduna private varsity students,4/26/21,Kaduna,2,"Chikun, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Bandits kill six in 3 Katsina Communities,4/26/21,Katsina,6,"Sabuwa, Katsina, Nigeria",Katsina,11.5203937,7.320007689
"Six feared killed as okada riders, transport union members clash in Lagos",4/26/21,Lagos,6,"Ojo, Lagos, Nigeria",Lagos,6.443261653,3.391531071
Gunmen kill 5 soldiers in Rivers,4/26/21,Rivers,5,"Abua/Odu, Rivers, Nigeria",Rivers,4.810002257,7.010000772
"Gunman kills one in Rivers, security tightened at borders",4/26/21,Rivers,1,"Port Harcourt, Rivers, Nigeria",Rivers,4.810002257,7.010000772
"Two soldiers, civilian gunned down in Ebonyi checkpoint attack",4/26/21,Ebonyi,3,"Afikpo, Ebonyi, Nigeria",,,
Two Injured As Hoodlums Burn Anambra Traditional Ruler’s Palace,4/26/21,Anambra,0,"Dunukofia, Anambra, Nigeria",Anambra,6.210433572,7.06999711
Gunmen Attack Sunday Igboho’s House In Oyo,4/26/21,Oyo,0,"IbadanNorth, Oyo, Nigeria",Oyo,7.970016092,3.590002806
Military repels another B’Haram attack on Borno town,4/26/21,Borno,,"Gwoza, Borno, Nigeria",Borno,10.62042279,12.18999467
"Hoodlums raze high court in Abakaliki, injure security guards",4/27/21,Ebonyi,0,"Abakalik, Ebonyi, Nigeria",,,
"Suspected herdsmen attack IDPs camp, kill 7",4/27/21,Benue,7,"Makurdi, Benue, Nigeria",Benue,7.190399596,8.129984089
"Robbers raid Ebonyi community, kill cop",4/27/21,Ebonyi,1,"Ezza South, Ebonyi, Nigeria",,,
"Mob lynches kidnap suspect, sets police station, patrol vans ablaze",4/27/21,Sokoto,1,"Kware, Sokoto, Nigeria",Sokoto,13.06001548,5.240031289
"Gunmen kill hotelier, wife in Ogun",4/27/21,Ogun,2,"AdoOdo/Ota, Ogun, Nigeria",Ogun,7.160427265,3.350017455
"Again, Unknown Gunmen Attack Police Checkpoint In Akwa Ibom, Kill Two Officers, Cart Away Rifles",4/27/21,Akwa Ibom,2,"Ika, Akwa Ibom, Nigeria",Akwa Ibom,5.007996056,7.849998524
Gunmen Kill 2 Soldiers In Anambra,4/27/21,Anambra,2,"Onitsha North, Anambra, Nigeria",Anambra,6.210433572,7.06999711
Cultists kill Delta polytechnic graduate,4/27/21,Delta,1,"EthiopeE, Delta, Nigeria",Delta,5.890427265,5.680004434
"Herdsmen kill man, wife in Benue",4/27/21,Benue,2,"Guma, Benue, Nigeria",Benue,7.190399596,8.129984089
Police confirm killing of two in cult clash in Enugu,4/27/21,Enugu,2,"Enugu East, Enugu, Nigeria",Enugu,6.867034321,7.383362995
Kidnappers abduct 7 traders in Nasarawa,4/27/21,Nassarawa,0,"Toto, Nassarawa, Nigeria",Nassarawa,8.490423603,8.5200378
"Gunmen attack mission school in Plateau, abduct 4 students, 3 escape",4/28/21,Plateau,0,"Barkin Ladi, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Police neutralise 3 bandits, recover 2 AK47 riffles in Benue",4/28/21,Benue,3,"Katsina (Benue), Benue, Nigeria",Benue,7.190399596,8.129984089
"Again, unknown gunmen raze Abia police station",4/28/21,Abia,0,"Ohafia Abia, Abia, Nigeria",Abia,5.532003041,7.486002487
Gunmen abduct AAU prof going to farm in Edo,4/29/21,Edo,0,"EsanWest, Edo, Nigeria",Edo,6.340477314,5.620008096
Three killed in Delta renewed hostilities over ownership of market,4/29/21,Delta,3,"Ughelli North, Delta, Nigeria",Delta,5.890427265,5.680004434
"Again, Suspected Boko Haram Insurgents Attack Yobe Community",4/29/21,Yobe,,"Yunusari, Yobe, Nigeria",Yobe,11.74899608,11.96600457
"Boko Haram Leader, Shekau On Killing Spree After ‘Betrayal’, Appoints New War Commander",4/29/21,Borno,3,", Borno, Nigeria",Borno,10.62042279,12.18999467
"Nigeria kidnap kingpin, four other commanders, killed in clash with rival gang",4/30/21,Zamfara,5,"Zurmi, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
"Bandits kill one, abduct 4 in Katsina",4/30/21,Katsina,1,"Musawa, Katsina, Nigeria",Katsina,11.5203937,7.320007689
"Again, suspected herdsmen kill five in Benue",4/30/21,Benue,5,"GwerWest, Benue, Nigeria",Benue,7.190399596,8.129984089
Suspected Okada thief burnt to death by angry mob in Ilorin,4/30/21,Kwara,1,"Ilorin East, Kwara, Nigeria",Kwara,8.490010192,4.549995889
"Bandits Kill At Least 10, Kidnap 4 In Midnight Attack In Kaduna, Women Protest, Shut Down Abuja Road",4/30/21,Kaduna,10,"Chikun, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Gunmen Attack Ebonyi Police Station, Kill Officer",5/1/21,Ebonyi,1,"Onicha, Ebonyi, Nigeria",,,
"Youths mobilise, rescue 15 kidnapped farmers in Taraba",5/1/21,Taraba,0,"Donga, Taraba, Nigeria",Taraba,7.870409769,9.780012572
"One beheaded, set ablaze as Ughelli market crisis worsens",5/1/21,Delta,1,"Ughelli North, Delta, Nigeria",Delta,5.890427265,5.680004434
Two Officers Feared Dead As Gunmen Raze Police Headquarters In Akwa Ibom,5/1/21,Akwa Ibom,2,"Ikono, Akwa Ibom, Nigeria",Akwa Ibom,5.007996056,7.849998524
Two Persons Abducted In Ogun Community,5/1/21,Ogun,0,"Obafemi-Owode, Ogun, Nigeria",Ogun,7.160427265,3.350017455
"Gunmen Abduct LG Chairman, Kill Commissioner In Kogi",5/1/21,Kogi,1,"Yagba West, Kogi, Nigeria",Kogi,7.800388203,6.739939737
"1 Dies, 7 Wounded As Troops Battle Boko Haram In Borno",5/1/21,Borno,1,"Kala/Balge, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen Abduct Nasarawa Lawmaker's Brother,5/1/21,Nassarawa,0,"Doma, Nassarawa, Nigeria",Nassarawa,8.490423603,8.5200378
Hoodlums raze INEC office in Akwa Ibom,5/2/21,Akwa Ibom,0,"Essien-U, Akwa Ibom, Nigeria",Akwa Ibom,5.007996056,7.849998524
Boko Haram kills 8 people in Nigeria,5/2/21,Borno,8,"Mafa, Borno, Nigeria",Borno,10.62042279,12.18999467
19 dead as armed herdsmen sack two Benue communities,5/2/21,Benue,19,"GwerWest, Benue, Nigeria",Benue,7.190399596,8.129984089
"Taskforce Kills 2 Kidnappers, Releases 3 Abductees",5/2/21,Kogi,2,"Dekina, Kogi, Nigeria",Kogi,7.800388203,6.739939737
"Police Kill Three Bank Robbers, Arrest Five Suspects, Recover 753 GPMG Bullets",4/29/21,Ebonyi,3,"Ezza North, Ebonyi, Nigeria",,,
Gunmen Kidnap Miyetti Allah’s Chairman In Kogi,4/30/21,Kogi,0,", Kogi, Nigeria",Kogi,7.800388203,6.739939737
"Soldiers kill businessman in car at Owerri checkpoint, lie against victim",4/30/21,Imo,1,"Owerri Municipal, Imo, Nigeria",Imo,5.492997053,7.026003588
"Gunmen kidnap Cross River 58-year-old monarch, demand N5m",4/30/21,Cross River,0,"Calabar, Cross River, Nigeria",Cross River,4.960406513,8.330023558
"Missing Akwa Ibom Woman Raped, Killed By Man Who Promised Her Job",4/29/21,Akwa Ibom,1,"Uyo, Akwa Ibom, Nigeria",Akwa Ibom,5.007996056,7.849998524
"Gunmen kidnap three people in Oyo, demand N10 million ransom",5/2/21,Oyo,0,"Ibarapa North, Oyo, Nigeria",Oyo,7.970016092,3.590002806
NAF neutralises bandits congregating to carry out attacks in Kaduna,5/3/21,Kaduna,10,"Birnin-G, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Bandits kill journalist, abduct many travellers in Katsina",5/3/21,Katsina,1,"Jibia, Katsina, Nigeria",Katsina,11.5203937,7.320007689
Suspected cult clash claims two lives in Bayelsa,5/3/21,Bayelsa,2,"Yenegoa, Bayelsa, Nigeria",,,
"15 CJTF, 5 Soldiers, 10 Others Killed In Borno Attack",5/3/21,Borno,30,"Mafa, Borno, Nigeria",Borno,10.62042279,12.18999467
Four feared killed in Ikare Akoko over chieftaincy tussle,5/3/21,Ondo,4,"Akoko North-East, Ondo, Nigeria",Ondo,7.250395934,5.199982054
Two armed robbery suspects burnt alive in Anambra,5/3/21,Anambra,2,"Ogbaru, Anambra, Nigeria",Anambra,6.210433572,7.06999711
"Bandits kill two, injure six in Kaduna",5/3/21,Kaduna,1,"Chikun, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Bandits kill two, injure six in Kaduna",5/3/21,Kaduna,1,"Kajuru, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Fish pond’s dispute claims six in Benue,5/3/21,Benue,6,"Agatu, Benue, Nigeria",Benue,7.190399596,8.129984089
Two armed robbery suspects lynched in Anambra,5/4/21,Anambra,2,"Ogbaru, Anambra, Nigeria",Anambra,6.210433572,7.06999711
"Gunmen abduct three female traders, driver in Ogun",5/4/21,Ogun,0,"AbeokutaNorth, Ogun, Nigeria",Ogun,7.160427265,3.350017455
"Youths attack Delta council boss, cart away rifles",5/4/21,Delta,0,"Ethiope West, Delta, Nigeria",Delta,5.890427265,5.680004434
Gunmen kidnap Adamawa journalist,5/4/21,Adamawa,0,"Yola North, Adamawa, Nigeria",Adamawa,10.2703408,13.2700321
"Gunmen attack Ondo community, raze 15 houses",5/4/21,Ondo,0,"Ese-Odo, Ondo, Nigeria",Ondo,7.250395934,5.199982054
"Gunmen kidnap hospital owner, nursing mother in Plateau",5/4/21,Plateau,0,"Jos North, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Gunmen Abduct Abia State University Students,5/5/21,Abia,0,"Isuikwua, Abia, Nigeria",Abia,5.532003041,7.486002487
Two Police Officers Killed As Gunmen Attack Police Station In Anambra,5/5/21,Anambra,2,"Idemili North, Anambra, Nigeria",Anambra,6.210433572,7.06999711
"Bandits raze church, kill two, abduct 13 in Kaduna; kidnapped victims rescued after gunfight",5/5/21,Kaduna,2,"Chikun, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Suspected cultist stabs Delta community youth leader to death,5/5/21,Delta,1,"Ughelli South, Delta, Nigeria",Delta,5.890427265,5.680004434
"Kidnappers kill policeman, abduct four in Ogun",5/5/21,Ogun,1,"AbeokutaNorth, Ogun, Nigeria",Ogun,7.160427265,3.350017455
"6 Killed As OPC, Suspected Cult Group Clash In Ondo",5/4/21,Ondo,6,"Owo, Ondo, Nigeria",Ondo,7.250395934,5.199982054
"11 IPOB, ESN members killed in Imo; 1 NSCDC officer killed",5/6/21,Imo,12,"Orlu, Imo, Nigeria",Imo,5.492997053,7.026003588
Police Officer Killed As Gunmen Attack Police Station In Ebonyi,5/6/21,Ebonyi,1,"Ohaozara, Ebonyi, Nigeria",,,
"2 Die, 10 Injured As Smugglers Engage Ogun Customs In Gun Duel",5/6/21,Ogun,2,"EgbadoNorth, Ogun, Nigeria",Ogun,7.160427265,3.350017455
"One killed, many injured in another Mile 12 violence",5/6/21,Lagos,1,"Kosofe, Lagos, Nigeria",Lagos,6.443261653,3.391531071
"Two Feared Dead, Bullion Van Escorts Flee In Ondo Robbery",5/6/21,Ondo,2,"Ondo East, Ondo, Nigeria",Ondo,7.250395934,5.199982054
"Frustrated By Poor Policing, Residents Kill Female Bandit, Two Others In Sokoto",5/6/21,Sokoto,3,"Goronyo, Sokoto, Nigeria",Sokoto,13.06001548,5.240031289
Bandits kill seven in Niger community fresh attack,5/6/21,Niger,7,"Magama, Niger, Nigeria",Niger,10.4003587,5.469939737
Protesters stab police officer to death in Abuja,5/7/21,Federal Capital Territory,1,"AbujaMun, Federal Capital Territory, Nigeria",Federal Capital Territory,9.083333149,7.533328002
"Policeman, two others killed as Iwo, Ile Ogbo communities clash over land in Osun",5/7/21,Osun,3,"Iwo, Osun, Nigeria",Osun,7.629959329,4.179992634
Fierce gun-duel in Kaduna: Notorious bandit gunned down,5/7/21,Kaduna,1,"Igabi, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Gunmen attack police stations in Rivers kill 5 officers,5/7/21,Rivers,5,"Port Harcourt, Rivers, Nigeria",Rivers,4.810002257,7.010000772
Gunmen kill 2 police officers in Rivers; 2 assailants killed,5/7/21,Rivers,4,"Emuoha, Rivers, Nigeria",Rivers,4.810002257,7.010000772
"Police, Okada riders clash in Lagos",5/7/21,Lagos,0,"Ikeja, Lagos, Nigeria",Lagos,6.443261653,3.391531071
"Gunmen Sack Akwa Ibom Police Station, Kill Six Personnel",5/8/21,Akwa Ibom,6,"Ini, Akwa Ibom, Nigeria",Akwa Ibom,5.007996056,7.849998524
"Commercial motorcyclists, truck drivers clash in Akure",5/8/21,Ondo,0,"Akure North, Ondo, Nigeria",Ondo,7.250395934,5.199982054
"Bandits Kill Ex-Soldier, Wife, Daughter-In-Law In Kaduna Village",5/8/21,Kaduna,3,"Jema'a, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
2 dead in a brawl in Kaduna,5/8/21,Kaduna,2,"Kachia, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Bandits kill 11, injure three in Katsina",5/8/21,Katsina,11,"Safana, Katsina, Nigeria",Katsina,11.5203937,7.320007689
"Gunmen kill two policemen again, burn police station in Akwa Ibom",5/9/21,Akwa Ibom,2,"Essien-U, Akwa Ibom, Nigeria",Akwa Ibom,5.007996056,7.849998524
Gunmen Burn Down Police Station In Abia As Policemen Flee,5/9/21,Abia,0,"Umuahia North, Abia, Nigeria",Abia,5.532003041,7.486002487
"Gunmen kill five, set vigilance office, vehicle ablaze in Anambra",5/9/21,Anambra,5,"Ekwusigo, Anambra, Nigeria",Anambra,6.210433572,7.06999711
Hoodlums set ablaze INEC office in Abia,5/9/21,Abia,0,"Ohafia Abia, Abia, Nigeria",Abia,5.532003041,7.486002487
Police kill two suspected armed robbers in Ogun,5/9/21,Ogun,2,"Shagamu, Ogun, Nigeria",Ogun,7.160427265,3.350017455
Trigger-happy soldier kills fruit vendor in Zamfara over banana,5/9/21,Zamfara,1,"Gusau, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
Troops eliminate 53 bandits including 5 Commanders in Zamfara after clearance Operations,5/3/21,Zamfara,53,"Maradun, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
Man allegedly shot by police in Iwo-Ileogbo communal clash dies,5/7/21,Osun,1,"Iwo, Osun, Nigeria",Osun,7.629959329,4.179992634
"Bandits Storm Mosque In Katsina, Abduct 40 Worshippers; 30 rescued",5/10/21,Katsina,0,"Jibia, Katsina, Nigeria",Katsina,11.5203937,7.320007689
Suspected armed robber burnt to death in Anambra,5/10/21,Anambra,1,"Idemili North, Anambra, Nigeria",Anambra,6.210433572,7.06999711
"Police shoot 3 kidnappers dead in fierce gun-battle, rescue 7 victims",5/10/21,Edo,3,"Oredo Edo, Edo, Nigeria",Edo,6.340477314,5.620008096
Gunmen Kidnap Deeper Life Pastor Inside Church,5/10/21,Ondo,0,"Akure South, Ondo, Nigeria",Ondo,7.250395934,5.199982054
Suspected herdsmen kill Man O’War member in Oyo,5/10/21,Oyo,1,"Iwajowa, Oyo, Nigeria",Oyo,7.970016092,3.590002806
3 suspected kidnappers beaten to death in Delta,5/10/21,Delta,3,"Ethiope West, Delta, Nigeria",Delta,5.890427265,5.680004434
"10 cultists killed, hatchet men operate with charms",5/10/21,Cross River,10,"Bakassi, Cross River, Nigeria",Cross River,4.960406513,8.330023558
Hoodlums Attack NDLEA Office In Abia,5/11/21,Abia,0,"Ohafia Abia, Abia, Nigeria",Abia,5.532003041,7.486002487
Policeman Killed As Bandits Ambush Patrol Team In Sokoto,5/11/21,Sokoto,1,"Sokoto South, Sokoto, Nigeria",Sokoto,13.06001548,5.240031289
"Troops foil attack on Maiduguri, eliminate 9 terrorists",5/11/21,Borno,9,"Maidugur, Borno, Nigeria",Borno,10.62042279,12.18999467
Angry youths demolish worship centre in Cross River community,5/11/21,Cross River,0,"Akpabuyo, Cross River, Nigeria",Cross River,4.960406513,8.330023558
"Gunmen abduct graduate, one other in Ondo community",5/11/21,Ondo,0,"AkokoNorthWest, Ondo, Nigeria",Ondo,7.250395934,5.199982054
"Osun indigenes demand justice for Mother, child allegedly murdered in cold blood",5/11/21,Osun,2,"Ife North, Osun, Nigeria",Osun,7.629959329,4.179992634
"Again, Gunmen Attack Akwa Ibom Police Stations, Kill Officer",5/12/21,Akwa Ibom,1,"EtimEkpo, Akwa Ibom, Nigeria",Akwa Ibom,5.007996056,7.849998524
Sea pirates kill two in raid of Akwa Ibom waterways,5/12/21,Akwa Ibom,2,"Mbo, Akwa Ibom, Nigeria",Akwa Ibom,5.007996056,7.849998524
Gunmen kidnap businessman in Abia,5/12/21,Abia,0,"Aba North, Abia, Nigeria",Abia,5.532003041,7.486002487
Two Policemen Injured As Hoodlums Attack Second Abia Divisional HQ In Four Days,5/12/21,Abia,0,"Bende, Abia, Nigeria",Abia,5.532003041,7.486002487
"Security operatives kill two gunmen, recover rifles, others in Imo",5/12/21,Imo,2,"Obowo, Imo, Nigeria",Imo,5.492997053,7.026003588
Suspected herdsmen kill 11 in Taraba,5/13/21,Taraba,11,"Bali, Taraba, Nigeria",Taraba,7.870409769,9.780012572
Protest as Customs men kill five Sallah fun seekers in Oyo,5/13/21,Oyo,5,"Iseyin, Oyo, Nigeria",Oyo,7.970016092,3.590002806
"Air Force Kills ‘Several’ Bandits, Bombs Camps In Kaduna",5/13/21,Kaduna,10,"Chikun, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Air Force Kills ‘Several’ Bandits, Bombs Camps In Kaduna",5/13/21,Kaduna,10,"Birnin-G, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Cult clash claims 8 lives in Akwa Ibom,5/13/21,Akwa Ibom,8,"Esit Eket, Akwa Ibom, Nigeria",Akwa Ibom,5.007996056,7.849998524
Hoodlums set INEC office in Enugu ablaze,5/13/21,Enugu,0,"Udenu, Enugu, Nigeria",Enugu,6.867034321,7.383362995
"Two killed, car burnt as hoodlums attack man’s residence in Osun",5/14/21,Osun,2,"Ede North, Osun, Nigeria",Osun,7.629959329,4.179992634
Scores Injured As Youths Clash In Minna,5/14/21,Niger,0,"Chanchaga, Niger, Nigeria",Niger,10.4003587,5.469939737
"Gunmen kidnap Custom officer in Cross River, abductors demand N100 million ransom",5/14/21,Cross River,0,"Biase, Cross River, Nigeria",Cross River,4.960406513,8.330023558
One killed as gunmen storm Port Harcourt ,5/14/21,Rivers,1,"Port Harcourt, Rivers, Nigeria",Rivers,4.810002257,7.010000772
Three Brothers Killed By Suspected Herdsmen In Benue; One Other Killed by Security During Protest,5/15/21,Benue,4,"Guma, Benue, Nigeria",Benue,7.190399596,8.129984089
Gunmen shoot four persons dead in Rivers again,5/15/21,Rivers,4,"Khana, Rivers, Nigeria",Rivers,4.810002257,7.010000772
"Gunmen attack fuel station, shoot staff in Ondo",5/15/21,Ondo,0,"Akure South, Ondo, Nigeria",Ondo,7.250395934,5.199982054
"How Suspected Fulani Herdsmen Killed Cleric, Two Others While Sleeping In Nasarawa",5/15/21,Nassarawa,3,"Keana, Nassarawa, Nigeria",Nassarawa,8.490423603,8.5200378
"Police confirm killing of four gunmen, nurse in Rivers",5/15/21,Rivers,5,"Oyigbo, Rivers, Nigeria",Rivers,4.810002257,7.010000772
Three feared dead as gunmen burn police station in Delta,5/16/21,Delta,3,"AniochaS, Delta, Nigeria",Delta,5.890427265,5.680004434
Three persons hacked to death in Anambra communal clash,5/16/21,Anambra,3,"Ayamelum, Anambra, Nigeria",Anambra,6.210433572,7.06999711
Gunmen kill 46-yr-old man in Delta,5/16/21,Delta,1,"Ndokwa West, Delta, Nigeria",Delta,5.890427265,5.680004434
Six Vehicles Razed As Hoodlums Attack INEC Enugu Office,5/16/21,Enugu,0,"Enugu East, Enugu, Nigeria",Enugu,6.867034321,7.383362995
Suspected Armed Robber Mobbed To Death In Ondo,5/16/21,Ondo,1,"Akure North, Ondo, Nigeria",Ondo,7.250395934,5.199982054
"Another four killed, one abducted as armed herders invade Benue communities",5/16/21,Benue,4,"GwerWest, Benue, Nigeria",Benue,7.190399596,8.129984089
Gunmen abduct Hotelier in Delta,5/16/21,Delta,0,"Sapele, Delta, Nigeria",Delta,5.890427265,5.680004434
"Herdsmen Attack, Tribal Clash Claim 16 Lives in Taraba",5/16/21,Taraba,16,"Bali, Taraba, Nigeria",Taraba,7.870409769,9.780012572
Four armed robbers killed in gun battle with Delta police,5/16/21,Delta,4,"EthiopeE, Delta, Nigeria",Delta,5.890427265,5.680004434
"Hoodlums vandalise palace, car, miss monarch in Benue attack",5/14/21,Benue,0,"Gboko, Benue, Nigeria",Benue,7.190399596,8.129984089
"Bandits open fire on themselves, 12 feared dead, many injured",5/14/21,Niger,12,"Shiroro, Niger, Nigeria",Niger,10.4003587,5.469939737
2 cops killed in fresh attack on Ubakala police station,5/17/21,Abia,2,"Umuahia South, Abia, Nigeria",Abia,5.532003041,7.486002487
"Gunmen Kidnap UNIJOS Professor, Husband",5/17/21,Plateau,0,"Jos North, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Bandits Kill Three Soldiers, Kidnap Chinese Man In Niger; Two Bandits Killed",5/17/21,Niger,5,"Magama, Niger, Nigeria",Niger,10.4003587,5.469939737
"How Bandits Abducted Catholic Priest, 10 Others, Killed Eight In Kaduna Under The Nose Of Nigerian Military",5/17/21,Kaduna,8,"Kachia, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Two feared killed in Kwara as Nupe, Fulani clash",5/17/21,Kwara,2,"Edu, Kwara, Nigeria",Kwara,8.490010192,4.549995889
"Nigerian Army Strikes Boko Haram Terrorists During Meeting in Borno, Kills 40",5/16/21,Borno,40,"Konduga, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen abduct Shariah Court judge in Katsina,5/18/21,Katsina,0,"Safana, Katsina, Nigeria",Katsina,11.5203937,7.320007689
"Bandits Kill One, Abduct 21 Others In Fresh Katsina Attack",5/18/21,Katsina,1,"Batsari, Katsina, Nigeria",Katsina,11.5203937,7.320007689
Two INEC Offices Set Ablaze In Ebonyi State,5/18/21,Ebonyi,0,"Ebonyi, Ebonyi, Nigeria",,,
Two INEC Offices Set Ablaze In Ebonyi State,5/18/21,Ebonyi,0,"Ezza North, Ebonyi, Nigeria",,,
How armed thugs attacked NLC procession in Kaduna,5/18/21,Kaduna,0,"Kaduna North, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Bandits kill nine, rustle ‘hundreds of cows’ in Zamfara attack",5/18/21,Zamfara,9,"Maru, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
2 injured in fresh shootings in Owerri,5/18/21,Imo,0,"Owerri Municipal, Imo, Nigeria",Imo,5.492997053,7.026003588
Gunmen Abduct 18 Passengers In Zamfara,5/18/21,Zamfara,0,"Maru, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
"Bandits kill 8, burn Assemblies of God church in Kaduna; troops kill 3 bandits",5/19/21,Kaduna,11,"Chikun, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Bandits kill 3 cattle herders, steal cows in Kaduna",5/19/21,Kaduna,3,"Igabi, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Pandemonium as gunmen kill police sergeant in Imo,5/19/21,Imo,1,"Owerri North, Imo, Nigeria",Imo,5.492997053,7.026003588
Three feared killed in fresh Cross River communal clash,5/19/21,Cross River,3,"Odukpani, Cross River, Nigeria",Cross River,4.960406513,8.330023558
"Boko Haram Leader, Shekau, Dead As ISWAP Fighters Capture Sambisa Forest",5/19/21,Borno,20,"Gwoza, Borno, Nigeria",Borno,10.62042279,12.18999467
Five killed as hoodlums clash over election banner in Lagos,5/19/21,Lagos,5,", Lagos, Nigeria",Lagos,6.443261653,3.391531071
"Again, cult clash claims 2 in Ekiti Community, curfew imposed",5/18/21,Ekiti,2,"Ikere, Ekiti, Nigeria",Ekiti,7.630372741,5.219980834
Two die as rival OPC groups clash in Osun,5/20/21,Osun,2,"Irewole, Osun, Nigeria",Osun,7.629959329,4.179992634
"Edo vigilante shoots man, woman dead",5/20/21,Edo,2,"Ikpoba-Okha, Edo, Nigeria",Edo,6.340477314,5.620008096
"Bandits Kill Three, Abduct 20 Others",5/19/21,Niger,3,"Suleja, Niger, Nigeria",Niger,10.4003587,5.469939737
"Bandits Kill Emir Of Kontagora’s Son In His Farm, 4 others",5/20/21,Niger,5,"Kontogur, Niger, Nigeria",Niger,10.4003587,5.469939737
"Gunmen kill Catholic cleric, abduct another in Katsina",5/20/21,Katsina,1,"Malumfashi, Katsina, Nigeria",Katsina,11.5203937,7.320007689
"Two feared killed, two others shot as hoodlums clash with police in Ikorodu",5/20/21,Lagos,2,"Ikorodu, Lagos, Nigeria",Lagos,6.443261653,3.391531071
Gunmen Kill 4 In Kaduna Villages As Police Quell Unrest In Jema’a LGA,5/20/21,Kaduna,2,"Igabi, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Gunmen Kill 4 In Kaduna Villages As Police Quell Unrest In Jema’a LGA,5/20/21,Kaduna,1,"Giwa, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Gunmen Kill 4 In Kaduna Villages As Police Quell Unrest In Jema’a LGA,5/20/21,Kaduna,1,"Jema'a, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Herdsmen kill 2 in Plateau,5/20/21,Plateau,2,"Bassa, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Pandemonium as hoodlums clash with soldiers in Lagos,5/20/21,Lagos,0,"Oshodi/Isolo, Lagos, Nigeria",Lagos,6.443261653,3.391531071
"Armed men rob expatriate, kill police officer, driver in Umuahia",5/21/21,Abia,2,"Umuahia North, Abia, Nigeria",Abia,5.532003041,7.486002487
Gunmen kill 9 in Benue community,5/21/21,Benue,9,"Makurdi, Benue, Nigeria",Benue,7.190399596,8.129984089
"Hoodlums kill two NSCDC officers, burn vehicle in Anambra",5/21/21,Anambra,2,"Anambra East, Anambra, Nigeria",Anambra,6.210433572,7.06999711
Cult Clash Claims 8 In Akwa Ibom,5/21/21,Akwa Ibom,8,"Esit Eket, Akwa Ibom, Nigeria",Akwa Ibom,5.007996056,7.849998524
One killed as rival cult groups clash in Osun,5/21/21,Osun,1,"Osogbo, Osun, Nigeria",Osun,7.629959329,4.179992634
"Two police officers, several bandits killed in Zamfara shootout ",5/22/21,Zamfara,12,"Gusau, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
Bandits Kill Eight Farmers In Zamfara Community,5/22/21,Zamfara,8,"Maradun, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
Bandits kill 20 in Zamfara,5/22/21,Zamfara,9,"Zurmi, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
Bandits kill 20 in Zamfara,5/22/21,Zamfara,10,"Kaura-Na, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
